"","kraj","obmocje","populacija","lon","lat"
"1429","Poljana","KAMNIK",20,14.7107355,46.2551208
"1430","Poreber","KAMNIK",195,14.6621291,46.2410352
"1431","Potok","KAMNIK",63,14.6987053,46.2191307
"1432","Potok v Crni","KAMNIK",34,14.6421366,46.2726531
"1433","Praproce v Tuhinju","KAMNIK",23,14.7182323,46.2362549
"1434","Psajnovica","KAMNIK",70,14.7465684,46.2042613
"1435","Ravne pri Smartnem","KAMNIK",65,14.7346128,46.2475374
"1436","Rozicno","KAMNIK",140,14.6819405,46.2386962
"1437","Rudnik pri Radomljah","KAMNIK",56,14.6272396,46.1975766
"1438","Sela pri Kamniku","KAMNIK",139,14.6855219,46.2375935
"1439","Sidol","KAMNIK",64,14.7206732,46.2105211
"1440","Smrecje v Crni","KAMNIK",28,14.6704658,46.2603945
"1441","Snovik","KAMNIK",54,14.7114563,46.2336923
"1442","Soteska","KAMNIK",340,14.6514428,46.2324766
"1443","Sovinja Pec","KAMNIK",36,14.7013202,46.2553736
"1444","Spodnje Palovce","KAMNIK",93,14.6629246,46.2099855
"1445","Spodnje Stranje","KAMNIK",258,14.5985965,46.2479414
"1446","Srednja vas pri Kamniku","KAMNIK",239,14.6820901,46.2255564
"1447","Stahovica","KAMNIK",169,14.6062056,46.2699842
"1448","Stara sela","KAMNIK",52,14.7573149,46.2241156
"1449","Stebljevek","KAMNIK",49,14.7447878,46.2160498
"1450","Stolnik","KAMNIK",123,14.5893621,46.2502397
"1451","Studenca","KAMNIK",70,14.6788877,46.2447669
"1452","Smarca","KAMNIK",1420,14.5946772,46.1930426
"1453","Smartno v Tuhinju","KAMNIK",228,14.7318555,46.2148978
"1454","Spitalic","KAMNIK",187,14.8438721,46.2163193
"1455","Trebelno pri Palovcah","KAMNIK",8,14.6484872,46.2099422
"1456","Trobelno","KAMNIK",11,14.7016472,46.2474392
"1457","Tucna","KAMNIK",27,14.6369389,46.2482765
"1458","Tunjice","KAMNIK",292,14.579998,46.2360735
"1459","Tunjiska Mlaka","KAMNIK",306,14.5822977,46.2368615
"1460","Vaseno","KAMNIK",24,14.7023654,46.215988
"1461","Velika Lasna","KAMNIK",117,14.691521,46.2030694
"1462","Velika Planina","KAMNIK",1,14.6484129,46.303633
"1463","Veliki Hrib","KAMNIK",81,14.7793238,46.2168026
"1464","Veliki Rakitovec","KAMNIK",30,14.7810087,46.1995658
"1465","Vir pri Nevljah","KAMNIK",28,14.666088,46.2280625
"1466","Vodice nad Kamnikom","KAMNIK",30,14.6347093,46.255286
"1467","Volcji Potok","KAMNIK",374,14.611301,46.187317
"1468","Vranja Pec","KAMNIK",46,14.6714688,46.2104713
"1469","Vrhpolje pri Kamniku","KAMNIK",713,14.6273678,46.2287819
"1470","Zagorica nad Kamnikom","KAMNIK",159,14.6015761,46.2604003
"1471","Zajasovnik - del","KAMNIK",23,14.8888792,46.2096096
"1472","Zakal","KAMNIK",50,14.5741075,46.2629143
"1473","Zavrh pri Crnivcu","KAMNIK",31,14.67906,46.2641602
"1474","Zdusa","KAMNIK",97,14.6104472,46.2436674
"1475","Zgornje Palovce","KAMNIK",40,14.6493645,46.2127314
"1476","Zgornje Stranje","KAMNIK",418,14.6026885,46.254808
"1477","Zgornji Motnik","KAMNIK",64,14.8794288,46.2179872
"1478","Zgornji Tuhinj","KAMNIK",390,14.7696637,46.227188
"1479","Znojile","KAMNIK",30,14.69084,46.2371669
"1480","Zaga","KAMNIK",59,14.6636191,46.2820754
"1481","Zubejevo","KAMNIK",24,14.6984164,46.2395185
"1482","Zupanje Njive","KAMNIK",325,14.5977341,46.268964
"1483","Ajba","KANAL",75,13.6473021,46.101636
"1484","Anhovo","KANAL",72,13.6212279,46.0576448
"1485","Avce","KANAL",216,13.6837158,46.1012998
"1486","Bodrez","KANAL",93,13.6436721,46.0951572
"1487","Deskle","KANAL",1168,13.613736,46.0531262
"1488","Doblar","KANAL",81,13.688774,46.1157406
"1489","Gorenja vas","KANAL",144,13.6305426,46.0824883
"1490","Kal nad Kanalom","KANAL",331,13.7420302,46.0829324
"1491","Kambresko","KANAL",100,13.6491351,46.1279132
"1492","Kanal","KANAL",1205,13.634308,46.0853803
"1493","Kanalski Vrh","KANAL",65,13.6634779,46.0774339
"1494","Levpa","KANAL",181,13.7039254,46.089117
"1495","Lig","KANAL",134,13.60911,46.0955737
"1496","Morsko","KANAL",193,13.6340498,46.0755423
"1497","Plave","KANAL",231,13.5867175,46.0424743
"1498","Rocinj","KANAL",293,13.671097,46.1091275
"1499","Seniski Breg","KANAL",125,13.6998547,46.1038533
"1500","Ukanje","KANAL",43,13.5818919,46.0883237
"1501","Zapotok","KANAL",7,13.5689085,46.0797977
"1502","Goljevica","KANAL",36,13.5996798,46.0613543
"1503","Kamenca nad Lozicami","KANAL",0,13.5897086,46.0674146
"1504","Zagomila","KANAL",5,13.6282768,46.0105784
"1505","Zagora","KANAL",23,13.6085065,46.0263124
"1506","Paljevo","KANAL",15,13.6159946,46.0351109
"1507","Prilesje pri Plavah","KANAL",57,13.5862248,46.0302183
"1508","Ravna","KANAL",4,13.6060025,46.0794075
"1509","Jesen","KANAL",4,13.615564,46.0758223
"1510","Krstenica","KANAL",35,13.6246406,46.0729022
"1511","Colnica","KANAL",17,13.6229572,46.0953979
"1512","Lozice","KANAL",258,13.603554,46.0560309
"1513","Mocila","KANAL",81,13.6062024,46.0714912
"1514","Robidni Breg","KANAL",32,13.6154034,46.0588456
"1515","Gorenje Nekovo","KANAL",19,13.6272771,46.1076387
"1516","Gorenje Polje","KANAL",88,13.6243522,46.0656526
"1517","Dolenje Nekovo","KANAL",0,13.6300068,46.1033575
"1518","Apace","KIDRICEVO",789,15.8010558,46.3787471
"1519","Cirkovce","KIDRICEVO",365,15.7280994,46.3949714
"1520","Dragonja vas","KIDRICEVO",177,15.7276894,46.3868993
"1521","Kidricevo","KIDRICEVO",1168,15.7947234,46.4050135
"1522","Kungota pri Ptuju","KIDRICEVO",398,15.7894472,46.4236297
"1523","Lovrenc na Dravskem polju","KIDRICEVO",651,15.7816624,46.3728918
"1524","Mihovce","KIDRICEVO",202,15.7351267,46.3854038
"1525","Njiverce","KIDRICEVO",696,15.8110329,46.4039082
"1526","Pleterje","KIDRICEVO",223,15.7471788,46.3812291
"1527","Pongrce","KIDRICEVO",134,15.707355,46.3997688
"1528","Spodnje Jablane","KIDRICEVO",269,15.7166215,46.3927595
"1529","Spodnji Gaj pri Pragerskem","KIDRICEVO",122,15.6758953,46.3979032
"1530","Starosince","KIDRICEVO",211,15.7299274,46.4247633
"1531","Strazgonjca","KIDRICEVO",203,15.6908414,46.4063264
"1532","Strnisce","KIDRICEVO",107,15.770335,46.3994496
"1533","Sikole","KIDRICEVO",304,15.6994054,46.4028459
"1534","Zgornje Jablane","KIDRICEVO",181,15.711158,46.3958981
"1535","Zupecja vas","KIDRICEVO",249,15.7671696,46.3761636
"1536","Avsa","KOBARID",34,13.5891383,46.1996501
"1537","Borjana","KOBARID",127,13.4829653,46.2560034
"1538","Breginj","KOBARID",184,13.4263079,46.2629923
"1539","Dreznica","KOBARID",227,13.6144225,46.2574138
"1540","Drezniske Ravne","KOBARID",141,13.6071881,46.2691828
"1541","Homec","KOBARID",9,13.4494025,46.2538324
"1542","Idrsko","KOBARID",323,13.5925075,46.2329892
"1543","Jevscek","KOBARID",22,13.5776378,46.1900896
"1544","Jezerca","KOBARID",29,13.603589,46.2651736
"1545","Kobarid","KOBARID",1090,13.5786949,46.2456971
"1546","Kosec","KOBARID",66,13.6215221,46.2505214
"1547","Kred","KOBARID",139,13.5120916,46.2508188
"1548","Krn","KOBARID",26,13.6656844,46.2326908
"1549","Ladra","KOBARID",144,13.6059618,46.2375136
"1550","Libusnje","KOBARID",42,13.6256664,46.2266112
"1551","Livek","KOBARID",174,13.5990202,46.2026289
"1552","Livske Ravne","KOBARID",17,13.6173638,46.1928217
"1553","Logje","KOBARID",50,13.4331219,46.2333236
"1554","Magozd","KOBARID",68,13.5940044,46.2692665
"1555","Mlinsko","KOBARID",70,13.5854986,46.2368351
"1556","Podbela","KOBARID",63,13.4557342,46.2462232
"1557","Potoki","KOBARID",54,13.5047384,46.2544099
"1558","Robic","KOBARID",29,13.5144865,46.2443281
"1559","Robidisce","KOBARID",11,13.4147004,46.2156817
"1560","Sedlo","KOBARID",72,13.4386472,46.2531309
"1561","Smast","KOBARID",195,13.6146245,46.2339921
"1562","Stanovisce","KOBARID",36,13.4562096,46.2553317
"1563","Staro selo","KOBARID",154,13.5320897,46.2468904
"1564","Suzid","KOBARID",136,13.5515302,46.2418227
"1565","Svino","KOBARID",110,13.5662337,46.2397071
"1566","Trnovo ob Soci","KOBARID",138,13.5516055,46.2801122
"1567","Vrsno","KOBARID",123,13.6442908,46.2247819
"1568","Perati","KOBARID",18,13.5932451,46.201888
"1569","Kobilje","KOBILJE",574,16.3975805,46.6866372
"1570","Borovec pri Kocevski Reki","KOCEVJE",62,14.7838462,45.5460424
"1571","Breg pri Kocevju","KOCEVJE",394,14.8411134,45.6568878
"1572","Brezovica pri Predgradu","KOCEVJE",42,15.0402078,45.5503551
"1573","Bukova Gora","KOCEVJE",0,15.0595936,45.5802671
"1574","Cvislerji","KOCEVJE",188,14.8867752,45.6389354
"1575","Ceplje","KOCEVJE",29,15.0454556,45.5390298
"1576","Crni Potok pri Kocevju","KOCEVJE",150,14.8994953,45.5914414
"1577","Dol","KOCEVJE",23,15.0517841,45.4958153
"1578","Dolga vas","KOCEVJE",836,14.876188,45.6239771
"1579","Dolnja Briga","KOCEVJE",11,14.8206627,45.5244051
"1580","Dolnje Lozine","KOCEVJE",147,14.8074969,45.6887407
"1581","Gorenje","KOCEVJE",397,14.8540825,45.6708174
"1582","Gornja Briga","KOCEVJE",6,14.8046404,45.5296669
"1583","Gornje Lozine","KOCEVJE",127,14.7986244,45.6924769
"1584","Gotenica","KOCEVJE",3,14.7470835,45.6132991
"1585","Hreljin","KOCEVJE",0,15.0254564,45.4926527
"1586","Hrib pri Koprivniku","KOCEVJE",1,15.0418116,45.5808559
"1587","Jelenja vas","KOCEVJE",15,15.0544823,45.5129649
"1588","Kacji Potok","KOCEVJE",3,14.9661284,45.5786583
"1589","Klec","KOCEVJE",0,14.8946203,45.6971443
"1590","Klinja vas","KOCEVJE",233,14.8702132,45.6653296
"1591","Knezja Lipa","KOCEVJE",16,15.0085822,45.550003
"1592","Koblarji","KOCEVJE",293,14.8326908,45.6784398
"1593","Kocarji","KOCEVJE",35,14.9505319,45.5917836
"1594","Koce","KOCEVJE",2,14.8015288,45.5971737
"1595","Kocevje","KOCEVJE",8342,14.8633128,45.6409009
"1596","Kocevska Reka","KOCEVJE",241,14.7999202,45.5752073
"1597","Komolec","KOCEVJE",0,14.9554142,45.7374273
"1598","Konca vas","KOCEVJE",114,14.8439477,45.6721598
"1599","Koprivnik","KOCEVJE",70,15.03075,45.6024653
"1600","Kralji","KOCEVJE",19,15.0358354,45.537444
"1601","Kuhlarji","KOCEVJE",0,14.8919727,45.5418001
"1602","Laze pri Oneku","KOCEVJE",0,14.9912755,45.6114206
"1603","Laze pri Predgradu","KOCEVJE",11,15.0167071,45.4957914
"1604","Livold","KOCEVJE",455,14.8911539,45.6121095
"1605","Mackovec","KOCEVJE",45,14.9583776,45.6133188
"1606","Mahovnik","KOCEVJE",311,14.8453367,45.6511083
"1607","Mala Gora","KOCEVJE",6,14.869522,45.6901566
"1608","Mlaka pri Kocevju","KOCEVJE",269,14.8504424,45.6619334
"1609","Mlaka pri Kocevski Reki","KOCEVJE",15,14.793273,45.6064733
"1610","Mokri Potok","KOCEVJE",0,14.8222629,45.5546596
"1611","Morava","KOCEVJE",131,14.8628624,45.5505055
"1612","Mozelj","KOCEVJE",180,14.9327846,45.5856306
"1613","Mrtvice","KOCEVJE",42,14.8292148,45.6740957
"1614","Muha vas","KOCEVJE",0,14.9318161,45.5401109
"1615","Nemska Loka","KOCEVJE",29,15.0449705,45.5585071
"1616","Nove Lozine","KOCEVJE",45,14.8151716,45.6852493
"1617","Novi Lazi","KOCEVJE",134,14.849008,45.5729777
"1618","Ograja","KOCEVJE",0,14.8844162,45.5367801
"1619","Onek","KOCEVJE",41,14.9457472,45.6230277
"1620","Paka pri Predgradu","KOCEVJE",14,15.0666084,45.5039462
"1621","Podlesje","KOCEVJE",3,14.9599254,45.5372915
"1622","Podstene","KOCEVJE",0,15.0153174,45.6351113
"1623","Predgrad","KOCEVJE",97,15.055111,45.5053649
"1624","Preza","KOCEVJE",0,14.8296605,45.5440415
"1625","Primozi","KOCEVJE",12,14.7970118,45.6007278
"1626","Pugled pri Starem Logu","KOCEVJE",0,14.9361166,45.7012919
"1627","Rajhenav","KOCEVJE",3,14.9951619,45.6376956
"1628","Rajndol","KOCEVJE",43,14.9467233,45.5682958
"1629","Rogati Hrib","KOCEVJE",2,14.8966411,45.5659183
"1630","Sadni Hrib","KOCEVJE",0,14.8124778,45.560774
"1631","Slovenska vas","KOCEVJE",233,14.8306026,45.6669648
"1632","Smuka","KOCEVJE",59,14.9297427,45.7614509
"1633","Spodnja Bilpa","KOCEVJE",6,14.9648314,45.5109222
"1634","Spodnji Log","KOCEVJE",20,15.0104556,45.5238037
"1635","Stara Cerkev","KOCEVJE",308,14.8396414,45.670356
"1636","Stari Breg","KOCEVJE",3,14.9251256,45.6856116
"1637","Stari Log","KOCEVJE",66,14.922327,45.7255371
"1638","Staro Brezje","KOCEVJE",4,14.9932264,45.6001881
"1639","Suhi Potok","KOCEVJE",0,14.9728649,45.5925088
"1640","Svetli Potok","KOCEVJE",0,15.0052073,45.5857669
"1641","Salka vas","KOCEVJE",759,14.8804279,45.6473961
"1642","Skrilj","KOCEVJE",0,14.9050682,45.5388534
"1643","Stalcerji","KOCEVJE",166,14.8705259,45.5708159
"1644","Topla Reber","KOCEVJE",0,14.9632231,45.7581729
"1645","Trnovec","KOCEVJE",2,14.9681402,45.6852877
"1646","Vimolj pri Predgradu","KOCEVJE",25,15.041014,45.5411178
"1647","Vrt","KOCEVJE",4,14.9917202,45.497115
"1648","Zajcje Polje","KOCEVJE",43,14.8926213,45.5964639
"1649","Zdihovo","KOCEVJE",0,14.9039504,45.528374
"1650","Zeljne","KOCEVJE",480,14.8854578,45.6582286
"1651","Polom","KOCEVJE",61,14.8557972,45.738537
"1652","Sec","KOCEVJE",8,14.8514872,45.7504147
"1653","Vrbovec","KOCEVJE",2,14.8406987,45.7295279
"1654","Gricek pri Zeljnah","KOCEVJE",69,14.8792571,45.6574957
"1655","Podjetnisko naselje Kocevje","KOCEVJE",0,14.850253,45.6543991
"1656","Brestovica pri Komnu","KOMEN",173,13.6260208,45.8150378
"1657","Brje pri Komnu","KOMEN",108,13.7193126,45.7839102
"1658","Coljava","KOMEN",62,13.7842441,45.8028482
"1659","Cehovini","KOMEN",56,13.8844904,45.8121213
"1660","Cipnje","KOMEN",14,13.837924,45.8377284
"1661","Divci","KOMEN",46,13.7523836,45.8189245
"1662","Dolanci","KOMEN",26,13.886399,45.8207003
"1663","Gabrovica pri Komnu","KOMEN",121,13.7796942,45.8064283
"1664","Gorjansko","KOMEN",273,13.7143503,45.8024206
"1665","Hrusevica","KOMEN",149,13.8281945,45.8106443
"1666","Ivanji Grad","KOMEN",95,13.7096226,45.8185701
"1667","Klanec pri Komnu","KOMEN",39,13.6943009,45.8107696
"1668","Kobdilj","KOMEN",179,13.8519576,45.8160896
"1669","Kobjeglava","KOMEN",179,13.8068386,45.8159368
"1670","Koboli","KOMEN",15,13.879274,45.8124192
"1671","Kodreti","KOMEN",43,13.8891085,45.8167051
"1672","Komen","KOMEN",623,NA,NA
"1673","Lisjaki","KOMEN",38,13.8283025,45.8405888
"1674","Lukovec","KOMEN",36,13.8140619,45.837664
"1675","Mali Dol","KOMEN",38,13.7713994,45.8264879
"1676","Nadrozica","KOMEN",6,13.7302689,45.7927588
"1677","Preserje pri Komnu","KOMEN",53,13.7295375,45.8181265
"1678","Rubije","KOMEN",36,13.744113,45.8354129
"1679","Sveto","KOMEN",192,13.7266218,45.8233318
"1680","Sibelji","KOMEN",12,13.7214418,45.8504793
"1681","Skofi","KOMEN",8,13.7351595,45.7830695
"1682","Skrbina","KOMEN",156,13.7336798,45.8421352
"1683","Stanjel","KOMEN",369,13.8435976,45.8226266
"1684","Tomacevica","KOMEN",165,13.773445,45.8166383
"1685","Trebizani","KOMEN",15,13.9055328,45.8140815
"1686","Tupelce","KOMEN",63,13.8136459,45.8140029
"1687","Vale","KOMEN",9,13.6707972,45.8146975
"1688","Veckoti","KOMEN",13,13.8807348,45.8119799
"1689","Volcji Grad","KOMEN",83,13.7506714,45.8006018
"1690","Zagrajec","KOMEN",25,13.6982705,45.8180608
"1691","Abitanti","KOPER/CAPODISTRIA",19,13.8255539,45.436707
"1692","Babici","KOPER/CAPODISTRIA",294,13.7791728,45.5023241
"1693","Barizoni/Barisoni","KOPER/CAPODISTRIA",129,13.7377718,45.5910857
"1694","Belvedur","KOPER/CAPODISTRIA",11,13.8212695,45.4637603
"1695","Bertoki/Bertocchi","KOPER/CAPODISTRIA",971,13.7705439,45.5492317
"1696","Bezovica","KOPER/CAPODISTRIA",74,13.8935948,45.531116
"1697","Bocaji","KOPER/CAPODISTRIA",29,13.828646,45.4949659
"1698","Bonini","KOPER/CAPODISTRIA",577,13.7834472,45.5277959
"1699","Borst","KOPER/CAPODISTRIA",182,13.798134,45.485446
"1700","Bosamarin/Bossamarino","KOPER/CAPODISTRIA",567,13.7354515,45.5206256
"1701","Brezovica pri Gradinu","KOPER/CAPODISTRIA",66,13.8543354,45.4510634
"1702","Brezec pri Podgorju","KOPER/CAPODISTRIA",0,13.9296765,45.5115433
"1703","Bric","KOPER/CAPODISTRIA",0,13.751429,45.4631312
"1704","Butari","KOPER/CAPODISTRIA",41,13.8656858,45.4808108
"1705","Cepki","KOPER/CAPODISTRIA",88,13.8445091,45.5447252
"1706","Cerej/Cerei","KOPER/CAPODISTRIA",126,13.7596733,45.5876037
"1707","Centur","KOPER/CAPODISTRIA",149,13.7699344,45.5036887
"1708","Cezarji","KOPER/CAPODISTRIA",566,13.8058939,45.5368168
"1709","Crni Kal","KOPER/CAPODISTRIA",219,13.8784702,45.5500955
"1710","Crnotice","KOPER/CAPODISTRIA",81,13.8971988,45.5525432
"1711","Dekani","KOPER/CAPODISTRIA",1617,13.8125991,45.549036
"1712","Dilici","KOPER/CAPODISTRIA",13,13.7693892,45.4915455
"1713","Dol pri Hrastovljah","KOPER/CAPODISTRIA",100,13.9111668,45.501066
"1714","Dvori","KOPER/CAPODISTRIA",27,13.9335238,45.4584791
"1715","Fijeroga","KOPER/CAPODISTRIA",25,13.7617372,45.4918329
"1716","Gabrovica pri Crnem Kalu","KOPER/CAPODISTRIA",102,13.86377,45.5603689
"1717","Gazon","KOPER/CAPODISTRIA",619,13.7007155,45.5173753
"1718","Glem","KOPER/CAPODISTRIA",61,13.783073,45.4886831
"1719","Gracisce","KOPER/CAPODISTRIA",225,13.8779401,45.5049598
"1720","Gradin","KOPER/CAPODISTRIA",67,13.8489936,45.4574998
"1721","Grinjan","KOPER/CAPODISTRIA",114,13.7306892,45.5093548
"1722","Grintovec","KOPER/CAPODISTRIA",113,13.6940176,45.5020477
"1723","Hrastovlje","KOPER/CAPODISTRIA",141,13.9006858,45.5111753
"1724","Hrvatini/Crevatini","KOPER/CAPODISTRIA",1276,13.7660118,45.5811091
"1725","Jelarji","KOPER/CAPODISTRIA",181,13.7872517,45.5789374
"1726","Kampel/Campel","KOPER/CAPODISTRIA",764,13.7467974,45.5132512
"1727","Karli","KOPER/CAPODISTRIA",2,13.9009635,45.44988
"1728","Kastelec","KOPER/CAPODISTRIA",77,13.8717417,45.5819143
"1729","Kolomban/Colombano","KOPER/CAPODISTRIA",601,13.7462997,45.5908613
"1730","Koper/Capodistria","KOPER/CAPODISTRIA",25306,13.7301877,45.548059
"1731","Koromaci - Boskini","KOPER/CAPODISTRIA",30,13.8350051,45.4651278
"1732","Kortine","KOPER/CAPODISTRIA",117,13.8647346,45.5406772
"1733","Kostabona","KOPER/CAPODISTRIA",240,13.7367581,45.4797109
"1734","Kozlovici","KOPER/CAPODISTRIA",54,13.8270125,45.4901682
"1735","Krkavce","KOPER/CAPODISTRIA",295,13.69444,45.46278
"1736","Krnica","KOPER/CAPODISTRIA",78,13.8573223,45.5460367
"1737","Kubed","KOPER/CAPODISTRIA",182,13.87139,45.52306
"1738","Labor","KOPER/CAPODISTRIA",64,13.77222,45.47667
"1739","Loka","KOPER/CAPODISTRIA",97,13.88806,45.53667
"1740","Lopar","KOPER/CAPODISTRIA",127,13.82611,45.51
"1741","Lukini","KOPER/CAPODISTRIA",64,13.8963674,45.4721822
"1742","Manzan","KOPER/CAPODISTRIA",503,13.75444,45.50861
"1743","Marezige","KOPER/CAPODISTRIA",533,13.8004712,45.507682
"1744","Marsici","KOPER/CAPODISTRIA",13,13.9049578,45.4549332
"1745","Mocunigi","KOPER/CAPODISTRIA",0,13.8090362,45.4514481
"1746","Montinjan","KOPER/CAPODISTRIA",79,13.7968436,45.5173678
"1747","Movraz","KOPER/CAPODISTRIA",120,13.91889,45.47833
"1748","Olika","KOPER/CAPODISTRIA",6,13.8925141,45.4589974
"1749","Osp","KOPER/CAPODISTRIA",181,13.86472,45.56833
"1750","Peraji","KOPER/CAPODISTRIA",0,13.8793191,45.4569554
"1751","Pisari","KOPER/CAPODISTRIA",12,13.896553,45.4571368
"1752","Plavje","KOPER/CAPODISTRIA",562,13.80278,45.57417
"1753","Pobegi","KOPER/CAPODISTRIA",1234,13.79611,45.53944
"1754","Podgorje","KOPER/CAPODISTRIA",143,13.95278,45.52917
"1755","Podpec","KOPER/CAPODISTRIA",50,13.90778,45.5225
"1756","Poletici","KOPER/CAPODISTRIA",75,13.8640869,45.4956895
"1757","Pomjan","KOPER/CAPODISTRIA",177,13.75556,45.50056
"1758","Popetre","KOPER/CAPODISTRIA",151,13.855,45.49972
"1759","Prade/Prade","KOPER/CAPODISTRIA",1186,13.7749041,45.5388081
"1760","Praproce","KOPER/CAPODISTRIA",30,13.91694,45.53139
"1761","Predloka","KOPER/CAPODISTRIA",77,13.8779097,45.5409481
"1762","Pregara","KOPER/CAPODISTRIA",143,13.87028,45.44389
"1763","Premancan/Premanzano","KOPER/CAPODISTRIA",146,13.7722442,45.5849805
"1764","Puce","KOPER/CAPODISTRIA",252,13.72083,45.475
"1765","Rakitovec","KOPER/CAPODISTRIA",122,13.97083,45.46917
"1766","Rizana","KOPER/CAPODISTRIA",145,13.8498147,45.5433952
"1767","Rozar","KOPER/CAPODISTRIA",24,13.8514416,45.5475818
"1768","Sirci","KOPER/CAPODISTRIA",44,13.8463392,45.4642155
"1769","Smokvica","KOPER/CAPODISTRIA",35,13.90083,45.49028
"1770","Socerb","KOPER/CAPODISTRIA",23,13.8591888,45.5892209
"1771","Socerga","KOPER/CAPODISTRIA",65,13.8932605,45.4645645
"1772","Sokolici","KOPER/CAPODISTRIA",3,13.8803982,45.4638916
"1773","Spodnje Skofije","KOPER/CAPODISTRIA",1408,13.7925,45.57167
"1774","Srgasi","KOPER/CAPODISTRIA",188,13.69361,45.50917
"1775","Stepani","KOPER/CAPODISTRIA",15,13.8554835,45.5494668
"1776","Sv. Anton","KOPER/CAPODISTRIA",1899,13.8311208,45.5246959
"1777","Salara/Salara","KOPER/CAPODISTRIA",600,13.7249301,45.5183609
"1778","Seki","KOPER/CAPODISTRIA",13,13.9006616,45.4559961
"1779","Skocjan/San Canziano","KOPER/CAPODISTRIA",577,13.75111,45.53806
"1780","Smarje","KOPER/CAPODISTRIA",855,13.71778,45.50139
"1781","Tinjan","KOPER/CAPODISTRIA",193,13.834442,45.5610833
"1782","Topolovec","KOPER/CAPODISTRIA",64,13.8115064,45.4672238
"1783","Trebese","KOPER/CAPODISTRIA",55,13.85889,45.47222
"1784","Triban","KOPER/CAPODISTRIA",170,13.7627686,45.5257474
"1785","Trsek","KOPER/CAPODISTRIA",49,13.8316591,45.481588
"1786","Truske","KOPER/CAPODISTRIA",68,13.82222,45.49028
"1787","Tuljaki","KOPER/CAPODISTRIA",8,13.8755567,45.4678052
"1788","Vanganel","KOPER/CAPODISTRIA",638,13.77583,45.51722
"1789","Zabavlje","KOPER/CAPODISTRIA",26,13.84222,45.50167
"1790","Zanigrad","KOPER/CAPODISTRIA",0,13.9081539,45.5142943
"1791","Zazid","KOPER/CAPODISTRIA",75,13.93139,45.50194
"1792","Zgornje Skofije","KOPER/CAPODISTRIA",983,13.79944,45.56639
"1793","Zupancici","KOPER/CAPODISTRIA",47,13.7667193,45.4830317
"1794","Galantici","KOPER/CAPODISTRIA",12,13.8709771,45.4951681
"1795","Bistrica","KOZJE",48,15.4798624,46.1092341
"1796","Buce","KOZJE",145,15.58806,46.10278
"1797","Doblezice","KOZJE",114,15.5435544,46.1251938
"1798","Drensko Rebro","KOZJE",147,15.5340453,46.1142923
"1799","Gorjane","KOZJE",179,15.5664326,46.0385873
"1800","Gradisce","KOZJE",47,15.5962112,46.0568955
"1801","Gubno","KOZJE",166,15.5123054,46.1172827
"1802","Jesovec pri Kozjem","KOZJE",133,15.5690019,46.0790526
"1803","Klake","KOZJE",27,15.539318,46.1048336
"1804","Kozje","KOZJE",642,15.5596719,46.0733211
"1805","Lesicno","KOZJE",167,15.51417,46.1025
"1806","Ortnice","KOZJE",28,15.5537091,46.1120569
"1807","Osredek pri Podsredi","KOZJE",62,15.598031,46.0149502
