"","kraj","obmocje","populacija","lon","lat"
"4780","Duplje","VIPAVA",245,13.94972,45.86528
"4781","Erzelj","VIPAVA",79,13.91028,45.83278
"4782","Goce","VIPAVA",188,13.92556,45.82222
"4783","Gradisce pri Vipavi","VIPAVA",229,13.9675,45.83556
"4784","Hrasce","VIPAVA",93,13.9803617,45.7950406
"4785","Lozice","VIPAVA",197,13.99778,45.7825
"4786","Loze","VIPAVA",220,13.93889,45.82778
"4787","Mance","VIPAVA",131,13.94083,45.82
"4788","Nanos","VIPAVA",12,14.05304,45.7721
"4789","Orehovica","VIPAVA",156,13.9675851,45.7916181
"4790","Podbreg","VIPAVA",102,13.97972,45.79667
"4791","Podgric","VIPAVA",53,13.995,45.78944
"4792","Podnanos","VIPAVA",365,13.97139,45.79694
"4793","Podraga","VIPAVA",322,13.94972,45.80806
"4794","Porece","VIPAVA",106,13.9718676,45.801572
"4795","Sanabor","VIPAVA",107,13.98694,45.87389
"4796","Slap","VIPAVA",432,13.93417,45.84083
"4797","Vipava","VIPAVA",1934,13.96306,45.84667
"4798","Vrhpolje","VIPAVA",553,13.96139,45.86444
"4799","Zemono","VIPAVA",81,13.949163,45.8555094
"4800","Brezen","VITANJE",215,15.28333,46.4
"4801","Hudinja","VITANJE",207,15.3,46.41667
"4802","Ljubnica","VITANJE",304,15.32333,46.39111
"4803","Paka","VITANJE",263,15.28333,46.4
"4804","Vitanjsko Skomarje","VITANJE",82,15.35,46.4
"4805","Spodnji Dolic","VITANJE",182,15.25028,46.405
"4806","Stenica","VITANJE",159,15.3180368,46.3796562
"4807","Vitanje","VITANJE",857,15.29583,46.38167
"4808","Bukovica pri Vodicah","VODICE",397,14.51667,46.16667
"4809","Dobrusa","VODICE",120,14.4820228,46.1775519
"4810","Dornice","VODICE",62,14.4656732,46.1752206
"4811","Koseze","VODICE",193,14.5231261,46.1708888
"4812","Polje pri Vodicah","VODICE",256,14.4948453,46.1613754
"4813","Povodje","VODICE",21,14.4783067,46.1415844
"4814","Repnje","VODICE",361,14.48333,46.16667
"4815","Selo pri Vodicah","VODICE",308,14.5144043,46.1594528
"4816","Skarucna","VODICE",321,14.48583,46.15556
"4817","Sinkov Turn","VODICE",113,14.53333,46.16667
"4818","Torovo","VODICE",44,14.4720869,46.1861286
"4819","Utik","VODICE",474,14.5111605,46.1697135
"4820","Vesca","VODICE",75,14.5069708,46.1574572
"4821","Vodice","VODICE",1645,NA,NA
"4822","Vojsko","VODICE",142,14.4884241,46.148188
"4823","Zapoge","VODICE",272,14.46778,46.18028
"4824","Arclin","VOJNIK",483,15.30306,46.27444
"4825","Beli Potok pri Frankolovem","VOJNIK",48,15.3309845,46.3464436
"4826","Bezenskovo Bukovje","VOJNIK",109,15.3309012,46.3279014
"4827","Bezovica","VOJNIK",35,15.350896,46.2919394
"4828","Bovse","VOJNIK",127,15.3470416,46.2815272
"4829","Brdce","VOJNIK",49,15.3565454,46.3181695
"4830","Creskova","VOJNIK",103,15.2601844,46.3468483
"4831","Cresnjevec","VOJNIK",20,15.3561036,46.3026119
"4832","Cresnjice","VOJNIK",50,15.35,46.33333
"4833","Dol pod Gojko","VOJNIK",211,15.3145609,46.339581
"4834","Frankolovo","VOJNIK",273,15.31444,46.33056
"4835","Gabrovec pri Dramljah","VOJNIK",37,15.3612998,46.2952745
"4836","Globoce","VOJNIK",73,15.314769,46.3111758
"4837","Gradisce pri Vojniku","VOJNIK",61,15.3384376,46.2834175
"4838","Homec","VOJNIK",98,15.2631121,46.3297023
"4839","Hrastnik","VOJNIK",19,15.3716483,46.2900585
"4840","Hrenova","VOJNIK",162,15.2580809,46.3167227
"4841","Ilovca","VOJNIK",103,15.3222926,46.3078382
"4842","Ivenca","VOJNIK",174,15.3084551,46.3002144
"4843","Jankova","VOJNIK",101,15.3293782,46.3009642
"4844","Kladnart","VOJNIK",3,15.3611246,46.3081646
"4845","Koblek","VOJNIK",28,15.3294354,46.2816598
"4846","Konjsko","VOJNIK",86,15.2830134,46.2948749
"4847","Landek","VOJNIK",54,15.2571463,46.3349279
"4848","Lemberg pri Novi Cerkvi","VOJNIK",135,15.2450387,46.3219354
"4849","Lesje","VOJNIK",63,15.2812689,46.2821842
"4850","Lindek","VOJNIK",94,15.3161214,46.3590144
"4851","Lipa pri Frankolovem","VOJNIK",164,15.306758,46.3466718
"4852","Male Dole","VOJNIK",218,15.335432,46.3071207
"4853","Nova Cerkev","VOJNIK",481,15.28556,46.31278
"4854","Novake","VOJNIK",102,15.2928177,46.3273044
"4855","Podgorje pod Cerinom","VOJNIK",101,15.3422432,46.3277275
"4856","Polze","VOJNIK",114,15.2786072,46.3154528
"4857","Pristava","VOJNIK",137,15.3326843,46.2787036
"4858","Rakova Steza","VOJNIK",32,15.306807,46.3245011
"4859","Razdelj","VOJNIK",94,15.2823961,46.3208158
"4860","Razgor","VOJNIK",166,15.3426872,46.2740433
"4861","Razgorce","VOJNIK",14,15.35,46.3
"4862","Rove","VOJNIK",122,15.3354473,46.3189877
"4863","Selce","VOJNIK",51,15.2876815,46.3519937
"4864","Socka","VOJNIK",393,15.27611,46.34278
"4865","Straza pri Dolu","VOJNIK",26,15.3029397,46.3368054
"4866","Straza pri Novi Cerkvi","VOJNIK",43,15.2953146,46.3342137
"4867","Strazica","VOJNIK",184,15.31639,46.33083
"4868","Tomaz nad Vojnikom","VOJNIK",85,15.3263783,46.2877225
"4869","Trnovlje pri Socki","VOJNIK",139,15.2884199,46.3438133
"4870","Velika Raven","VOJNIK",35,15.2643481,46.3519623
"4871","Verpete","VOJNIK",139,15.32461,46.3380736
"4872","Vine","VOJNIK",68,15.2462165,46.3305822
"4873","Visnja vas","VOJNIK",246,15.3,46.3
"4874","Vizore","VOJNIK",148,15.2686956,46.3177219
"4875","Vojnik","VOJNIK",2393,15.30333,46.29333
"4876","Zabukovje","VOJNIK",13,15.3000116,46.3414214
"4877","Zlatece","VOJNIK",117,15.2707648,46.3323706
"4878","Zelce","VOJNIK",47,15.3466514,46.297485
"4879","Dedni Vrh pri Vojniku","VOJNIK",14,15.3222525,46.3137939
"4880","Bevke","VRHNIKA",949,14.35583,45.98389
"4881","Bistra","VRHNIKA",47,14.3326136,45.9474979
"4882","Blatna Brezovica","VRHNIKA",348,14.34778,45.97972
"4883","Drenov Gric","VRHNIKA",950,14.33278,45.99778
"4884","Lesno Brdo","VRHNIKA",352,14.3268712,46.0062201
"4885","Mala Ligojna","VRHNIKA",161,14.29917,45.99444
"4886","Mirke","VRHNIKA",112,14.2960448,45.956698
"4887","Padez","VRHNIKA",37,14.36389,45.88167
"4888","Podlipa","VRHNIKA",528,14.225,46.00694
"4889","Pokojisce","VRHNIKA",42,14.35611,45.89444
"4890","Sinja Gorica","VRHNIKA",562,14.31833,45.97556
"4891","Smrecje","VRHNIKA",247,14.195,46.01361
"4892","Stara Vrhnika","VRHNIKA",727,14.28111,45.97417
"4893","Velika Ligojna","VRHNIKA",411,14.29278,45.9925
"4894","Verd","VRHNIKA",1874,14.30583,45.95667
"4895","Vrhnika","VRHNIKA",8693,14.29556,45.96611
"4896","Zaplana","VRHNIKA",132,14.23778,45.96083
"4897","Zavrh pri Borovnici","VRHNIKA",31,14.34639,45.90278
"4898","Jamnik","VRHNIKA",33,14.2399407,45.9796344
"4899","Jerinov Gric","VRHNIKA",70,14.23,45.9525
"4900","Marincev Gric","VRHNIKA",39,14.2193952,45.9616067
"4901","Trckov Gric","VRHNIKA",63,14.2394037,45.9882003
"4902","Mizni Dol","VRHNIKA",175,14.224844,45.9851895
"4903","Prezid","VRHNIKA",120,14.2199357,45.9530457
"4904","Strmica","VRHNIKA",145,14.237747,45.9592813
"4905","Dravce","VUZENICA",139,15.13333,46.58333
"4906","Sv. Primoz na Pohorju","VUZENICA",309,15.1626503,46.5580746
"4907","Sv. Vid","VUZENICA",446,15.1883367,46.6035551
"4908","Sentjanz nad Dravcami","VUZENICA",250,15.1356421,46.5578958
"4909","Vuzenica","VUZENICA",1543,15.16722,46.59639
"4910","Blodnik","ZAGORJE OB SAVI",26,14.99694,46.13179
"4911","Borje","ZAGORJE OB SAVI",47,14.81667,46.16667
"4912","Borje pri Mlinsah","ZAGORJE OB SAVI",36,14.99694,46.13179
"4913","Borovak pri Podkumu","ZAGORJE OB SAVI",123,14.99694,46.13179
"4914","Brezje","ZAGORJE OB SAVI",107,14.99694,46.13179
"4915","Breznik","ZAGORJE OB SAVI",25,14.99694,46.13179
"4916","Brise","ZAGORJE OB SAVI",120,14.99694,46.13179
"4917","Cemsenik","ZAGORJE OB SAVI",214,14.94444,46.17917
"4918","Colnisce","ZAGORJE OB SAVI",265,14.96667,46.11667
"4919","Dobrljevo","ZAGORJE OB SAVI",92,14.99694,46.13179
"4920","Dolenja vas","ZAGORJE OB SAVI",449,14.99694,46.13179
"4921","Dolgo Brdo pri Mlinsah","ZAGORJE OB SAVI",63,14.99694,46.13179
"4922","Druzina","ZAGORJE OB SAVI",3,14.99694,46.13179
"4923","Golce","ZAGORJE OB SAVI",41,14.91972,46.12444
"4924","Gorenja vas","ZAGORJE OB SAVI",55,15.06667,46.08333
"4925","Hrastnik pri Trojanah","ZAGORJE OB SAVI",52,14.91667,46.18333
"4926","Izlake","ZAGORJE OB SAVI",1178,14.95,46.15
"4927","Jablana","ZAGORJE OB SAVI",76,14.95222,46.12361
"4928","Jarse","ZAGORJE OB SAVI",10,14.93333,46.1
"4929","Jelenk","ZAGORJE OB SAVI",31,14.99694,46.13179
"4930","Jelsevica","ZAGORJE OB SAVI",4,14.98333,46.18333
"4931","Jesenovo","ZAGORJE OB SAVI",275,14.99694,46.13179
"4932","Kandrse - del","ZAGORJE OB SAVI",166,14.99694,46.13179
"4933","Kisovec","ZAGORJE OB SAVI",1767,14.99694,46.13179
"4934","Kolk","ZAGORJE OB SAVI",46,14.99694,46.13179
"4935","Kolovrat","ZAGORJE OB SAVI",149,14.87417,46.17056
"4936","Konjsica - del","ZAGORJE OB SAVI",0,14.99694,46.13179
"4937","Kostrevnica","ZAGORJE OB SAVI",75,14.99694,46.13179
"4938","Kotredez","ZAGORJE OB SAVI",176,15.01667,46.15
"4939","Log pri Mlinsah","ZAGORJE OB SAVI",43,14.99694,46.13179
"4940","Loke pri Zagorju","ZAGORJE OB SAVI",219,14.96667,46.15
"4941","Mali Kum","ZAGORJE OB SAVI",23,14.99694,46.13179
"4942","Medija","ZAGORJE OB SAVI",55,14.93333,46.15
"4943","Mlinse","ZAGORJE OB SAVI",255,14.99694,46.13179
"4944","Mosenik","ZAGORJE OB SAVI",29,14.99694,46.13179
"4945","Orehovica","ZAGORJE OB SAVI",136,14.99694,46.13179
"4946","Osredek","ZAGORJE OB SAVI",36,14.99694,46.13179
"4947","Padez","ZAGORJE OB SAVI",28,15.01667,46.06667
"4948","Podkraj pri Zagorju","ZAGORJE OB SAVI",55,14.99694,46.13179
"4949","Podkum","ZAGORJE OB SAVI",225,15.02861,46.07139
"4950","Podlipovica","ZAGORJE OB SAVI",463,14.99694,46.13179
"4951","Polsina","ZAGORJE OB SAVI",70,14.99694,46.13179
"4952","Potoska vas","ZAGORJE OB SAVI",211,14.99694,46.13179
"4953","Pozarje","ZAGORJE OB SAVI",11,14.99694,46.13179
"4954","Praprece - del","ZAGORJE OB SAVI",54,14.99694,46.13179
"4955","Ravenska vas","ZAGORJE OB SAVI",250,14.99694,46.13179
"4956","Ravne pri Mlinsah","ZAGORJE OB SAVI",65,14.99694,46.13179
"4957","Razbor pri Cemseniku","ZAGORJE OB SAVI",57,14.99694,46.13179
"4958","Razpotje","ZAGORJE OB SAVI",27,14.99694,46.13179
"4959","Rodez","ZAGORJE OB SAVI",44,14.99694,46.13179
"4960","Rove","ZAGORJE OB SAVI",186,14.98333,46.15
"4961","Rovisce","ZAGORJE OB SAVI",44,14.99694,46.13179
"4962","Rtice","ZAGORJE OB SAVI",19,14.99694,46.13179
"4963","Rzise","ZAGORJE OB SAVI",100,14.99694,46.13179
"4964","Selo pri Zagorju","ZAGORJE OB SAVI",315,14.99694,46.13179
"4965","Senozeti","ZAGORJE OB SAVI",27,14.99694,46.13179
"4966","Semnik","ZAGORJE OB SAVI",204,14.93583,46.14472
"4967","Sentgotard","ZAGORJE OB SAVI",88,14.9,46.18333
"4968","Sentlambert","ZAGORJE OB SAVI",91,14.93333,46.11667
"4969","Sklendrovec","ZAGORJE OB SAVI",172,14.99694,46.13179
"4970","Tirna","ZAGORJE OB SAVI",185,14.9,46.1
"4971","Vine","ZAGORJE OB SAVI",18,14.99694,46.13179
"4972","Vrh","ZAGORJE OB SAVI",22,14.84556,46.15083
"4973","Vrh pri Mlinsah","ZAGORJE OB SAVI",42,14.99694,46.13179
"4974","Vrhe - del","ZAGORJE OB SAVI",27,14.99694,46.13179
"4975","Zabava","ZAGORJE OB SAVI",53,14.99694,46.13179
"4976","Zabreznik","ZAGORJE OB SAVI",43,14.99694,46.13179
"4977","Zagorje ob Savi","ZAGORJE OB SAVI",6216,14.99694,46.13179
"4978","Zavine","ZAGORJE OB SAVI",74,14.99694,46.13179
"4979","Zgornji Prhovec","ZAGORJE OB SAVI",70,14.99694,46.13179
"4980","Znojile","ZAGORJE OB SAVI",116,14.99694,46.13179
"4981","Zvarulje","ZAGORJE OB SAVI",79,14.99694,46.13179
"4982","Vidrga","ZAGORJE OB SAVI",105,14.99694,46.13179
"4983","Sopota","ZAGORJE OB SAVI",59,14.99694,46.13179
"4984","Kal","ZAGORJE OB SAVI",99,14.99694,46.13179
"4985","Spital","ZAGORJE OB SAVI",25,14.99694,46.13179
"4986","Strahovlje","ZAGORJE OB SAVI",69,14.99694,46.13179
"4987","Spodnji Semnik","ZAGORJE OB SAVI",75,14.93583,46.14472
"4988","Belski Vrh","ZAVRC",88,16.0213379,46.3636688
"4989","Drenovec","ZAVRC",56,16.0720507,46.3496458
"4990","Gorenjski Vrh","ZAVRC",96,16.0342642,46.3606576
"4991","Goricak","ZAVRC",204,16.0557396,46.3782429
"4992","Hrastovec","ZAVRC",478,16.03722,46.37472
"4993","Korenjak","ZAVRC",118,16.0428125,46.3430401
"4994","Pestike","ZAVRC",105,16.0304117,46.3451215
"4995","Turski Vrh","ZAVRC",502,16.0542137,46.353981
"4996","Zavrc","ZAVRC",75,16.04972,46.39167
"4997","Bezovje nad Zrecami","ZRECE",94,15.4000923,46.3971043
"4998","Boharina","ZRECE",229,15.38333,46.38333
"4999","Bukovlje","ZRECE",219,15.36667,46.35
"5000","Cresnova","ZRECE",85,15.3921972,46.3940669
"5001","Dobrovlje","ZRECE",370,15.408076,46.3583299
"5002","Gorenje pri Zrecah","ZRECE",121,15.3896047,46.4008931
"5003","Gracic","ZRECE",66,15.41386,46.3701914
"5004","Koroska vas na Pohorju","ZRECE",96,15.2,45.75
"5005","Krizevec","ZRECE",310,15.372631,46.3671456
"5006","Loska Gora pri Zrecah","ZRECE",158,15.3602439,46.3922179
"5007","Osredek pri Zrecah","ZRECE",106,15.3786795,46.3684753
"5008","Padeski Vrh","ZRECE",147,15.38333,46.41667
"5009","Planina na Pohorju","ZRECE",203,15.3985229,46.4205848
"5010","Radana vas","ZRECE",155,15.401997,46.3641054
"5011","Resnik","ZRECE",130,15.36667,46.43333
"5012","Rogla","ZRECE",2,15.3325765,46.4530843
"5013","Skomarje","ZRECE",173,15.3419647,46.4126219
"5014","Stranice","ZRECE",196,15.36528,46.36361
"5015","Zlakova","ZRECE",164,15.40417,46.38667
"5016","Zrece","ZRECE",2900,15.37917,46.38222
"5017","Spodnje Stranice","ZRECE",156,15.36528,46.36361
"5018","Mala Gora","ZRECE",35,15.3389279,46.3656711
"5019","Polajna","ZRECE",58,15.3456434,46.3712566
"5020","Lipa","ZRECE",61,15.35306,46.36972
"5021","Zabork","ZRECE",53,15.3539468,46.3753607
"5022","Gornja vas","ZRECE",60,15.3548778,46.3618067
"5023","Cretvez","ZRECE",48,15.371738,46.3459254
"5024","Davca","ZELEZNIKI",286,14.03333,46.18333
"5025","Dolenja vas","ZELEZNIKI",476,14.2209886,46.2147029
"5026","Drazgose","ZELEZNIKI",322,14.18333,46.25
"5027","Golica","ZELEZNIKI",51,14.2,46.2
"5028","Kalise","ZELEZNIKI",61,14.18472,46.23389
"5029","Martinj Vrh","ZELEZNIKI",229,14.15,46.18333
"5030","Ojstri Vrh","ZELEZNIKI",56,14.18333,46.2
"5031","Osojnik","ZELEZNIKI",17,14.1123507,46.1892901
"5032","Podlonk","ZELEZNIKI",142,14.1275,46.2325
"5033","Podporezen","ZELEZNIKI",11,13.9968927,46.196875
"5034","Potok","ZELEZNIKI",78,14.1046475,46.1830292
"5035","Prtovc","ZELEZNIKI",17,14.11667,46.23333
"5036","Ravne","ZELEZNIKI",4,14.0809891,46.2269676
"5037","Rudno","ZELEZNIKI",228,14.16667,46.25
"5038","Selca","ZELEZNIKI",695,14.20556,46.22444
"5039","Lajse","ZELEZNIKI",112,14.2,46.25
"5040","Smoleva","ZELEZNIKI",61,14.165554,46.2111336
"5041","Spodnja Sorica","ZELEZNIKI",103,14.03333,46.21667
"5042","Spodnje Danje","ZELEZNIKI",51,14.05,46.23333
"5043","Studeno","ZELEZNIKI",189,14.178826,46.2257852
"5044","Topolje","ZELEZNIKI",58,14.2185353,46.2311394
"5045","Torka","ZELEZNIKI",2,14.0807414,46.2309612
"5046","Zabrdo","ZELEZNIKI",6,14.06667,46.23333
"5047","Zabrekve","ZELEZNIKI",59,14.2368852,46.2357069
"5048","Zala","ZELEZNIKI",0,NA,NA
"5049","Zali Log","ZELEZNIKI",242,14.1,46.2
"5050","Zgornja Sorica","ZELEZNIKI",160,14.03028,46.21889
"5051","Zgornje Danje","ZELEZNIKI",5,14.05,46.23333
"5052","Zelezniki","ZELEZNIKI",2984,14.16667,46.23333
"5053","Brekovice","ZIRI",57,14.1168059,46.0265135
"5054","Breznica pri Zireh","ZIRI",50,14.0876927,46.043789
"5055","Goropeke","ZIRI",67,14.13333,46.03333
"5056","Izgorje","ZIRI",21,14.13972,46.01222
"5057","Jarcja Dolina","ZIRI",66,14.0806454,46.064281
"5058","Koprivnik","ZIRI",102,14.0683432,46.0748467
"5059","Ledinica","ZIRI",73,14.0926307,46.0549745
"5060","Mrzli Vrh","ZIRI",18,14.0785775,46.0518467
"5061","Opale","ZIRI",39,14.1427141,46.0209324
"5062","Osojnica","ZIRI",27,14.0884956,46.0360796
"5063","Podklanec","ZIRI",17,14.1266389,46.0093305
"5064","Raceva","ZIRI",153,14.1586843,46.0263437
"5065","Ravne pri Zireh","ZIRI",25,14.1173168,46.0111435
"5066","Selo","ZIRI",268,14.1,46.06667
"5067","Sovra","ZIRI",11,14.11667,46.01667
"5068","Zabreznik","ZIRI",32,14.1172744,46.0735904
"5069","Ziri","ZIRI",3601,14.10722,46.04222
"5070","Zirovski Vrh","ZIRI",243,14.15,46.05
"5071","Benedikt","BENEDIKT",1078,15.88833,46.60861
"5072","Drvanja","BENEDIKT",186,15.8830569,46.6239037
"5073","Ihova","BENEDIKT",288,15.90944,46.63139
"5074","Locki Vrh","BENEDIKT",84,15.9200137,46.5980764
"5075","Negovski Vrh","BENEDIKT",19,15.9119733,46.607037
"5076","Obrat","BENEDIKT",90,15.8871615,46.58935
"5077","Spodnja Backova","BENEDIKT",124,15.8822829,46.6374673
"5078","Spodnja Rocica","BENEDIKT",121,15.8560874,46.6208136
"5079","Stara Gora","BENEDIKT",21,15.8965002,46.5895433
"5080","Sv. Trije Kralji v Slov. Gor.","BENEDIKT",54,15.8961511,46.6034653
"5081","Stajngrova","BENEDIKT",231,15.9015775,46.615742
"5082","Trotkova","BENEDIKT",106,15.91667,46.6
"5083","Trstenik","BENEDIKT",89,15.90361,46.62444
"5084","Bistrica ob Sotli","BISTRICA OB SOTLI",244,15.66417,46.05889
"5085","Cresnjevec ob Bistrici","BISTRICA OB SOTLI",78,15.66417,46.05889
"5086","Dekmanca","BISTRICA OB SOTLI",106,15.63194,46.0825
"5087","Hrastje ob Bistrici","BISTRICA OB SOTLI",146,15.63333,46.06667
"5088","Krizan Vrh","BISTRICA OB SOTLI",73,15.61667,46.06667
"5089","Kunsperk","BISTRICA OB SOTLI",102,15.66417,46.05889
"5090","Ples","BISTRICA OB SOTLI",77,15.66417,46.05889
"5091","Polje pri Bistrici","BISTRICA OB SOTLI",76,15.66667,46.06667
"5092","Srebrnik","BISTRICA OB SOTLI",95,15.66417,46.05889
"5093","Trebce","BISTRICA OB SOTLI",237,15.62806,46.04111
"5094","Zagaj","BISTRICA OB SOTLI",131,15.66417,46.05889
"5095","Andrejcje","BLOKE",9,14.5028531,45.8086375
"5096","Benete","BLOKE",10,14.5646841,45.7694344
"5097","Bockovo","BLOKE",18,14.4826324,45.8190732
"5098","Fara","BLOKE",58,14.5091735,45.7677465
"5099","Glina","BLOKE",35,14.49583,45.77167
"5100","Godicevo","BLOKE",5,14.5380146,45.7930796
"5101","Gradisko","BLOKE",7,14.50556,45.81972
"5102","Hiteno","BLOKE",23,14.4945135,45.8178834
"5103","Hribarjevo","BLOKE",21,14.4549145,45.8093017
"5104","Hudi Vrh","BLOKE",53,14.52278,45.75694
"5105","Jersanovo","BLOKE",20,14.4677928,45.8140584
"5106","Kramplje","BLOKE",12,14.5228776,45.7934259
"5107","Lahovo","BLOKE",8,14.5177847,45.7992137
"5108","Lepi Vrh","BLOKE",12,14.51444,45.82278
"5109","Lovranovo","BLOKE",30,14.4713883,45.8164558
"5110","Malni","BLOKE",6,14.4735888,45.8172278
"5111","Metulje","BLOKE",55,14.5225,45.74194
"5112","Mramorovo pri Luzarjih","BLOKE",3,14.5522585,45.7928427
"5113","Mramorovo pri Pajkovem","BLOKE",13,14.4967212,45.8103847
"5114","Nemska vas na Blokah","BLOKE",28,14.7452778,45.7172222
"5115","Nova vas","BLOKE",278,14.50583,45.77167
"5116","Ograda","BLOKE",0,14.4750096,45.8185976
"5117","Polsece","BLOKE",10,14.491264,45.8315416
"5118","Radlek","BLOKE",42,14.47944,45.785
"5119","Ravne na Blokah","BLOKE",74,14.5425,45.75389
"5120","Ravnik","BLOKE",33,14.51444,45.80667
"5121","Rozance","BLOKE",9,14.4623279,45.8104995
"5122","Runarsko","BLOKE",74,14.54389,45.77111
"5123","Sleme","BLOKE",9,14.4557729,45.8035921
"5124","Strmca","BLOKE",27,14.5492792,45.7962391
"5125","Studenec na Blokah","BLOKE",61,14.532881,45.7657405
"5126","Studeno na Blokah","BLOKE",46,14.4774155,45.7727385
"5127","Sveta Trojica","BLOKE",5,14.49194,45.80639
"5128","Sveti Duh","BLOKE",16,14.5234456,45.7973978
"5129","Skrabce","BLOKE",10,14.5254613,45.7996715
"5130","Skufce","BLOKE",7,14.5219825,45.8045717
"5131","Storovo","BLOKE",4,14.5068217,45.8137468
"5132","Topol","BLOKE",51,14.53167,45.75556
"5133","Ulaka","BLOKE",38,14.47111,45.79528
"5134","Velike Bloke","BLOKE",199,14.48056,45.78444
"5135","Veliki Vrh","BLOKE",48,14.522571,45.7721936
"5136","Volcje","BLOKE",45,14.5123918,45.7840676
"5137","Zakraj","BLOKE",5,14.5403573,45.7972463
"5138","Zales","BLOKE",7,14.4849844,45.822071
"5139","Zavrh","BLOKE",14,14.50222,45.83111
"5140","Braslovce","BRASLOVCE",371,15.03889,46.28972
"5141","Dobrovlje","BRASLOVCE",147,14.9952919,46.3005564
"5142","Glinje","BRASLOVCE",48,15.0404208,46.2661152
"5143","Gomilsko","BRASLOVCE",353,15.04222,46.25278
"5144","Grajska vas","BRASLOVCE",358,15.0558113,46.2429079
"5145","Kamence","BRASLOVCE",181,15.0363466,46.2681414
"5146","Letus","BRASLOVCE",848,15.025,46.31583
"5147","Male Braslovce","BRASLOVCE",263,15.03889,46.28972
"5148","Orla vas","BRASLOVCE",199,15.0788492,46.2620159
"5149","Parizlje","BRASLOVCE",731,15.0608944,46.2817478
"5150","Podgorje pri Letusu","BRASLOVCE",74,15.0101704,46.3197654
"5151","Podvrh","BRASLOVCE",395,15.01667,46.26667
"5152","Poljce","BRASLOVCE",62,15.05,46.26667
"5153","Preserje","BRASLOVCE",111,15.0509219,46.2899865
"5154","Rakovlje","BRASLOVCE",419,15.0413918,46.2841677
"5155","Spodnje Gorce","BRASLOVCE",71,15.0375,46.27833
"5156","Sentrupert","BRASLOVCE",154,15.06667,46.25
"5157","Smatevz","BRASLOVCE",189,15.0371213,46.259361
"5158","Topovlje","BRASLOVCE",117,15.06833,46.27278
"5159","Trnava","BRASLOVCE",255,15.0658762,46.2549994
"5160","Zakl","BRASLOVCE",55,15.053944,46.2625413
"5161","Zgornje Gorce","BRASLOVCE",72,15.01667,46.3
"5162","Cankova","CANKOVA",437,16.0225,46.72083
"5163","Domajinci","CANKOVA",228,16.05056,46.74139
"5164","Gerlinci","CANKOVA",333,16.00944,46.75833
"5165","Gornji Crnci","CANKOVA",142,16.02778,46.74028
"5166","Korovci","CANKOVA",175,16.00472,46.73083
"5167","Krasci","CANKOVA",246,16.03333,46.73333
"5168","Skakovci","CANKOVA",200,16.05111,46.70778
"5169","Topolovci","CANKOVA",53,16.05,46.73333
"5170","Andrenci","CERKVENJAK",183,15.93333,46.55
"5171","Brengova","CERKVENJAK",239,15.91667,46.56667
"5172","Cenkova","CERKVENJAK",41,15.9393299,46.5744596
"5173","Cerkvenjak","CERKVENJAK",143,15.94361,46.57056
"5174","Cogetinci","CERKVENJAK",257,15.96222,46.58111
"5175","Cagona","CERKVENJAK",252,15.93361,46.5525
"5176","Grabonoski Vrh","CERKVENJAK",75,15.96667,46.58333
"5177","Ivanjski Vrh","CERKVENJAK",52,15.9624663,46.5876537
"5178","Kadrenci","CERKVENJAK",92,15.9552677,46.5664504
"5179","Komarnica","CERKVENJAK",46,15.9419028,46.5827023
"5180","Pesceni Vrh","CERKVENJAK",112,15.9610357,46.5604352
"5181","Smolinci","CERKVENJAK",160,15.9668043,46.5448296
"5182","Stanetinci","CERKVENJAK",150,15.940145,46.5540024
"5183","Vanetina","CERKVENJAK",68,15.93333,46.56667
"5184","Zupetinci","CERKVENJAK",174,15.9551423,46.5392729
"5185","Brezje pri Dobjem","DOBJE",81,15.3985117,46.1251609
"5186","Dobje pri Planini","DOBJE",128,15.40889,46.13667
"5187","Gorica pri Dobjem","DOBJE",39,15.4121274,46.1350933
"5188","Jezerce pri Dobjem","DOBJE",56,15.39583,46.14917
"5189","Lazise","DOBJE",154,15.3727708,46.1294414
"5190","Presecno","DOBJE",99,15.43333,46.13333
"5191","Ravno","DOBJE",65,15.4035983,46.1315986
"5192","Repus","DOBJE",35,15.4097566,46.1384131
"5193","Slatina pri Dobjem","DOBJE",52,15.421736,46.1405854
"5194","Suho","DOBJE",74,15.4025785,46.1451004
"5195","Skarnice","DOBJE",105,15.3839589,46.1430769
"5196","Vecje Brdo","DOBJE",65,15.3844535,46.1277441
"5197","Zavrse pri Dobjem","DOBJE",28,15.3786837,46.1369057
"5198","Brdce nad Dobrno","DOBRNA",72,15.22639,46.3375
"5199","Dobrna","DOBRNA",544,15.22639,46.3375
"5200","Klanc","DOBRNA",441,15.21667,46.35
"5201","Loka pri Dobrni","DOBRNA",33,15.20472,46.35611
"5202","Lokovina","DOBRNA",304,15.2082415,46.3357699
"5203","Paroz","DOBRNA",48,15.21667,46.36667
"5204","Pristova","DOBRNA",103,15.2,46.33333
"5205","Strmec nad Dobrno","DOBRNA",113,15.22639,46.3375
"5206","Vinska Gorica","DOBRNA",174,15.2335687,46.329995
"5207","Vrba","DOBRNA",129,15.2398592,46.3391956
"5208","Zavrh nad Dobrno","DOBRNA",231,15.25,46.35
"5209","Dobrovnik/Dobronak","DOBROVNIK/DOBRONAK",950,16.3525,46.65139
